;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
1050;me;osha;PRON;PRP;dative;[5, 7];me;osha;;165;GameOfThrones.Season01.Episode06;73;2
1051;my;osha;DET;PRP$;poss;[8, 10];my;osha;;166;GameOfThrones.Season01.Episode06;73;3
1052;life;;NOUN;NN;dobj;[11, 15];life;osha;;;GameOfThrones.Season01.Episode06;73;4
1053;,;;PUNCT;,;punct;[16, 17];,;osha;;;GameOfThrones.Season01.Episode06;73;5
1054;my;osha;DET;PRP$;poss;[18, 20];my;osha;;167;GameOfThrones.Season01.Episode06;73;6
1055;lord;lord_varys;PROPN;NNP;appos;[21, 25];lord;osha;;168;GameOfThrones.Season01.Episode06;73;7
1056;,;;PUNCT;,;punct;[26, 27];,;osha;;;GameOfThrones.Season01.Episode06;73;8
1057;and;;CCONJ;CC;cc;[28, 31];and;osha;;;GameOfThrones.Season01.Episode06;73;9
1058;I;osha;PRON;PRP;nsubj;[32, 33];I;osha;;169;GameOfThrones.Season01.Episode06;73;10
1059;’m;;VERB;VBP;conj;[34, 36];’m;osha;;;GameOfThrones.Season01.Episode06;73;11
1060;yours;;DET;PRP$;dobj;[37, 42];yours;osha;;;GameOfThrones.Season01.Episode06;73;12
1061;.;;PUNCT;.;punct;[43, 44];.;osha;;;GameOfThrones.Season01.Episode06;73;13
1062;;;;;;;;;;;;;
1063;robb_stark We;multiple_persons;PRON;PRP;nsubj;[0, 2];We;robb_stark;;170;GameOfThrones.Season01.Episode06;74;1
1064;’ll;;VERB;MD;aux;[3, 6];’ll;robb_stark;;;GameOfThrones.Season01.Episode06;74;2
1065;keep;;VERB;VB;ROOT;[7, 11];keep;robb_stark;;;GameOfThrones.Season01.Episode06;74;3
1066;her;UNKNOWN;PRON;PRP;dobj;[12, 15];her;robb_stark;;171;GameOfThrones.Season01.Episode06;74;4
1067;alive;;ADJ;JJ;oprd;[16, 21];alive;robb_stark;;;GameOfThrones.Season01.Episode06;74;5
1068;.;;PUNCT;.;punct;[22, 23];.;robb_stark;;;GameOfThrones.Season01.Episode06;74;6
1069;;;;;;;;;;;;;
1070;tyrion_lannister Mord;mord;PROPN;NNP;pobj;[0, 4];Mord;tyrion_lannister;GPE;172;GameOfThrones.Season01.Episode06;75;1
1071;!;;PUNCT;.;punct;[5, 6];!;tyrion_lannister;;;GameOfThrones.Season01.Episode06;75;2
1072;Turnkey;;NOUN;NN;ROOT;[7, 14];Turnkey;tyrion_lannister;;;GameOfThrones.Season01.Episode06;75;3
1073;!;;PUNCT;.;punct;[15, 16];!;tyrion_lannister;;;GameOfThrones.Season01.Episode06;75;4
1074;Mord;mord;PROPN;NNP;ROOT;[17, 21];Mord;tyrion_lannister;GPE;173;GameOfThrones.Season01.Episode06;75;5
1075;!;;PUNCT;.;punct;[22, 23];!;tyrion_lannister;;;GameOfThrones.Season01.Episode06;75;6
1076;Mord;mord;PROPN;NNP;ROOT;[24, 28];Mord;tyrion_lannister;GPE;174;GameOfThrones.Season01.Episode06;75;7
1077;!;;PUNCT;.;punct;[29, 30];!;tyrion_lannister;;;GameOfThrones.Season01.Episode06;75;8
1078;;;;;;;;;;;;;
1079;mord Dwarf;;PROPN;NNP;compound;[0, 5];Dwarf;mord;;;GameOfThrones.Season01.Episode06;76;1
1080;man;man;NOUN;NN;ROOT;[6, 9];man;mord;;175;GameOfThrones.Season01.Episode06;76;2
1081;making;;VERB;VBG;acl;[10, 16];making;mord;;;GameOfThrones.Season01.Episode06;76;3
1082;noise;;NOUN;NN;dobj;[17, 22];noise;mord;;;GameOfThrones.Season01.Episode06;76;4
1083;!;;PUNCT;.;punct;[23, 24];!;mord;;;GameOfThrones.Season01.Episode06;76;5
1084;;;;;;;;;;;;;
1085;tyrion_lannister How;;ADV;WRB;advmod;[0, 3];How;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;1
1086;would;;VERB;MD;aux;[4, 9];would;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;2
1087;you;mord;PRON;PRP;nsubj;[10, 13];you;tyrion_lannister;;176;GameOfThrones.Season01.Episode06;77;3
1088;like;;VERB;VB;ROOT;[14, 18];like;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;4
1089;to;;PART;TO;aux;[19, 21];to;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;5
1090;be;;AUX;VB;xcomp;[22, 24];be;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;6
1091;rich;;ADJ;JJ;acomp;[25, 29];rich;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;7
1092;?;;PUNCT;.;punct;[30, 31];?;tyrion_lannister;;;GameOfThrones.Season01.Episode06;77;8
1093;;;;;;;;;;;;;
1094;mord Dwarf;;PROPN;NNP;compound;[0, 5];Dwarf;mord;;;GameOfThrones.Season01.Episode06;78;1
1095;man;man;NOUN;NN;nsubj;[6, 9];man;mord;;177;GameOfThrones.Season01.Episode06;78;2
1096;still;;ADV;RB;advmod;[10, 15];still;mord;;;GameOfThrones.Season01.Episode06;78;3
1097;making;;VERB;VBG;ROOT;[16, 22];making;mord;;;GameOfThrones.Season01.Episode06;78;4
1098;noise;;NOUN;NN;dobj;[23, 28];noise;mord;;;GameOfThrones.Season01.Episode06;78;5
1099;.;;PUNCT;.;punct;[29, 30];.;mord;;;GameOfThrones.Season01.Episode06;78;6
1100;;;;;;;;;;;;;
1101;tyrion_lannister My;tyrion_lannister;DET;PRP$;poss;[0, 2];My;tyrion_lannister;;178;GameOfThrones.Season01.Episode06;79;1
1102;family;;NOUN;NN;nsubj;[3, 9];family;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;2
1103;is;;AUX;VBZ;ROOT;[10, 12];is;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;3
1104;rich;;ADJ;JJ;acomp;[13, 17];rich;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;4
1105;.;;PUNCT;.;punct;[18, 19];.;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;5
1106;We;multiple_persons;PRON;PRP;nsubj;[20, 22];We;tyrion_lannister;;179;GameOfThrones.Season01.Episode06;79;6
1107;have;;AUX;VBP;ROOT;[23, 27];have;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;7
1108;gold;;NOUN;NN;dobj;[28, 32];gold;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;8
1109;,;;PUNCT;,;punct;[33, 34];,;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;9
1110;lots;;NOUN;NNS;conj;[35, 39];lot;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;10
1111;of;;ADP;IN;prep;[40, 42];of;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;11
1112;gold;;NOUN;NN;pobj;[43, 47];gold;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;12
1113;.;;PUNCT;.;punct;[48, 49];.;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;13
1114;I;tyrion_lannister;PRON;PRP;nsubj;[50, 51];I;tyrion_lannister;;180;GameOfThrones.Season01.Episode06;79;14
1115;’m;;VERB;VBP;ROOT;[52, 54];’m;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;15
1116;prepared;;ADJ;JJ;acomp;[55, 63];prepared;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;16
1117;to;;PART;TO;aux;[64, 66];to;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;17
1118;give;;VERB;VB;xcomp;[67, 71];give;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;18
1119;you;mord;PRON;PRP;dative;[72, 75];you;tyrion_lannister;;181;GameOfThrones.Season01.Episode06;79;19
1120;lots;;NOUN;NNS;dobj;[76, 80];lot;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;20
1121;of;;ADP;IN;prep;[81, 83];of;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;21
1122;gold;;NOUN;NN;pobj;[84, 88];gold;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;22
1123;.;;PUNCT;.;punct;[89, 90];.;tyrion_lannister;;;GameOfThrones.Season01.Episode06;79;23
1124;;;;;;;;;;;;;
1125;mord No;;DET;DT;det;[0, 2];No;mord;;;GameOfThrones.Season01.Episode06;80;1
1126;gold;;NOUN;NN;ROOT;[3, 7];gold;mord;;;GameOfThrones.Season01.Episode06;80;2
1127;!;;PUNCT;.;punct;[8, 9];!;mord;;;GameOfThrones.Season01.Episode06;80;3
1128;;;;;;;;;;;;;
1129;tyrion_lannister Well;;INTJ;UH;intj;[0, 4];Well;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;1
1130;,;;PUNCT;,;punct;[5, 6];,;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;2
1131;I;tyrion_lannister;PRON;PRP;nsubj;[7, 8];I;tyrion_lannister;;182;GameOfThrones.Season01.Episode06;81;3
1132;do;;AUX;VBP;aux;[9, 11];do;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;4
1133;n’t;;PART;RB;neg;[12, 15];n’t;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;5
1134;have;;AUX;VB;ROOT;[16, 20];have;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;6
1135;it;;PRON;PRP;dobj;[21, 23];it;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;7
1136;here;;ADV;RB;advmod;[24, 28];here;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;8
1137;.;;PUNCT;.;punct;[29, 30];.;tyrion_lannister;;;GameOfThrones.Season01.Episode06;81;9
1138;;;;;;;;;;;;;
1139;mord No;;DET;DT;det;[0, 2];No;mord;;;GameOfThrones.Season01.Episode06;82;1
1140;gold;;NOUN;NN;ROOT;[3, 7];gold;mord;;;GameOfThrones.Season01.Episode06;82;2
1141;!;;PUNCT;.;punct;[8, 9];!;mord;;;GameOfThrones.Season01.Episode06;82;3
1142;Fuck;;VERB;VB;ROOT;[10, 14];Fuck;mord;;;GameOfThrones.Season01.Episode06;82;4
1143;off;;ADP;RP;prt;[15, 18];off;mord;;;GameOfThrones.Season01.Episode06;82;5
1144;.;;PUNCT;.;punct;[19, 20];.;mord;;;GameOfThrones.Season01.Episode06;82;6
1145;;;;;;;;;;;;;
1146;arya_stark I;arya_stark;PRON;PRP;nsubj;[0, 1];I;arya_stark;;183;GameOfThrones.Season01.Episode06;83;1
1147;do;;AUX;VBP;aux;[2, 4];do;arya_stark;;;GameOfThrones.Season01.Episode06;83;2
1148;n’t;;PART;RB;neg;[5, 8];n’t;arya_stark;;;GameOfThrones.Season01.Episode06;83;3
1149;want;;VERB;VB;ROOT;[9, 13];want;arya_stark;;;GameOfThrones.Season01.Episode06;83;4
1150;to;;PART;TO;aux;[14, 16];to;arya_stark;;;GameOfThrones.Season01.Episode06;83;5
1151;practice;;VERB;VB;xcomp;[17, 25];practice;arya_stark;;;GameOfThrones.Season01.Episode06;83;6
1152;today;;NOUN;NN;npadvmod;[26, 31];today;arya_stark;DATE;;GameOfThrones.Season01.Episode06;83;7
1153;.;;PUNCT;.;punct;[32, 33];.;arya_stark;;;GameOfThrones.Season01.Episode06;83;8
1154;;;;;;;;;;;;;
1155;syrio_forel No;;INTJ;UH;ROOT;[0, 2];No;syrio_forel;;;GameOfThrones.Season01.Episode06;84;1
1156;?;;PUNCT;.;punct;[3, 4];?;syrio_forel;;;GameOfThrones.Season01.Episode06;84;2
1157;;;;;;;;;;;;;
1158;arya_stark They;;PRON;PRP;nsubj;[0, 4];They;arya_stark;;;GameOfThrones.Season01.Episode06;85;1
1159;killed;;VERB;VBD;ROOT;[5, 11];killed;arya_stark;;;GameOfThrones.Season01.Episode06;85;2
1160;Jory;jory_cassel;PROPN;NNP;dobj;[12, 16];Jory;arya_stark;PERSON;184;GameOfThrones.Season01.Episode06;85;3
1161;.;;PUNCT;.;punct;[17, 18];.;arya_stark;;;GameOfThrones.Season01.Episode06;85;4
1162;My;arya_stark;DET;PRP$;poss;[19, 21];My;arya_stark;;185;GameOfThrones.Season01.Episode06;85;5
1163;father;arya_stark's_father;NOUN;NN;nsubjpass;[22, 28];father;arya_stark;;186;GameOfThrones.Season01.Episode06;85;6
1164;is;;AUX;VBZ;auxpass;[29, 31];is;arya_stark;;;GameOfThrones.Season01.Episode06;85;7
1165;hurt;;VERB;VBN;ROOT;[32, 36];hurt;arya_stark;;;GameOfThrones.Season01.Episode06;85;8
1166;.;;PUNCT;.;punct;[37, 38];.;arya_stark;;;GameOfThrones.Season01.Episode06;85;9
1167;I;arya_stark;PRON;PRP;nsubj;[39, 40];I;arya_stark;;187;GameOfThrones.Season01.Episode06;85;10
1168;do;;AUX;VBP;aux;[41, 43];do;arya_stark;;;GameOfThrones.Season01.Episode06;85;11
1169;n’t;;PART;RB;neg;[44, 47];n’t;arya_stark;;;GameOfThrones.Season01.Episode06;85;12
1170;care;;VERB;VB;ROOT;[48, 52];care;arya_stark;;;GameOfThrones.Season01.Episode06;85;13
1171;about;;ADP;IN;prep;[53, 58];about;arya_stark;;;GameOfThrones.Season01.Episode06;85;14
1172;stupid;;ADJ;JJ;amod;[59, 65];stupid;arya_stark;;;GameOfThrones.Season01.Episode06;85;15
1173;wooden;;ADJ;JJ;amod;[66, 72];wooden;arya_stark;;;GameOfThrones.Season01.Episode06;85;16
1174;swords;;NOUN;NNS;pobj;[73, 79];sword;arya_stark;;;GameOfThrones.Season01.Episode06;85;17
1175;.;;PUNCT;.;punct;[80, 81];.;arya_stark;;;GameOfThrones.Season01.Episode06;85;18
1176;;;;;;;;;;;;;
1177;syrio_forel You;arya_stark;PRON;PRP;nsubj;[0, 3];You;syrio_forel;;188;GameOfThrones.Season01.Episode06;86;1
1178;are;;AUX;VBP;ROOT;[4, 7];are;syrio_forel;;;GameOfThrones.Season01.Episode06;86;2
1179;troubled;;ADJ;JJ;acomp;[8, 16];troubled;syrio_forel;;;GameOfThrones.Season01.Episode06;86;3
1180;.;;PUNCT;.;punct;[17, 18];.;syrio_forel;;;GameOfThrones.Season01.Episode06;86;4
1181;;;;;;;;;;;;;
1182;arya_stark Yes;;INTJ;UH;ROOT;[0, 3];Yes;arya_stark;;;GameOfThrones.Season01.Episode06;87;1
1183;-;;PUNCT;HYPH;punct;[4, 5];-;arya_stark;;;GameOfThrones.Season01.Episode06;87;2
1184;.;;PUNCT;.;punct;[6, 7];.;arya_stark;;;GameOfThrones.Season01.Episode06;87;3
1185;;;;;;;;;;;;;
1186;syrio_forel Good;;ADJ;JJ;ROOT;[0, 4];Good;syrio_forel;;;GameOfThrones.Season01.Episode06;88;1
1187;!;;PUNCT;.;punct;[5, 6];!;syrio_forel;;;GameOfThrones.Season01.Episode06;88;2
1188;Trouble;;NOUN;NN;nsubj;[7, 14];Trouble;syrio_forel;;;GameOfThrones.Season01.Episode06;88;3
1189;is;;AUX;VBZ;ROOT;[15, 17];is;syrio_forel;;;GameOfThrones.Season01.Episode06;88;4
1190;the;;DET;DT;det;[18, 21];the;syrio_forel;;;GameOfThrones.Season01.Episode06;88;5
1191;perfect;;ADJ;JJ;amod;[22, 29];perfect;syrio_forel;;;GameOfThrones.Season01.Episode06;88;6
1192;time;;NOUN;NN;attr;[30, 34];time;syrio_forel;;;GameOfThrones.Season01.Episode06;88;7
1193;for;;ADP;IN;prep;[35, 38];for;syrio_forel;;;GameOfThrones.Season01.Episode06;88;8
1194;training;;NOUN;NN;pobj;[39, 47];training;syrio_forel;;;GameOfThrones.Season01.Episode06;88;9
1195;.;;PUNCT;.;punct;[48, 49];.;syrio_forel;;;GameOfThrones.Season01.Episode06;88;10
1196;When;;ADV;WRB;advmod;[50, 54];When;syrio_forel;;;GameOfThrones.Season01.Episode06;88;11
1197;you;arya_stark;PRON;PRP;nsubj;[55, 58];you;syrio_forel;;189;GameOfThrones.Season01.Episode06;88;12
1198;are;;AUX;VBP;aux;[59, 62];are;syrio_forel;;;GameOfThrones.Season01.Episode06;88;13
1199;dancing;;VERB;VBG;advcl;[63, 70];dancing;syrio_forel;;;GameOfThrones.Season01.Episode06;88;14
1200;in;;ADP;IN;prep;[71, 73];in;syrio_forel;;;GameOfThrones.Season01.Episode06;88;15
1201;the;;DET;DT;det;[74, 77];the;syrio_forel;;;GameOfThrones.Season01.Episode06;88;16
1202;meadow;;NOUN;NN;pobj;[78, 84];meadow;syrio_forel;;;GameOfThrones.Season01.Episode06;88;17
1203;with;;ADP;IN;prep;[85, 89];with;syrio_forel;;;GameOfThrones.Season01.Episode06;88;18
1204;your;arya_stark;DET;PRP$;poss;[90, 94];your;syrio_forel;;190;GameOfThrones.Season01.Episode06;88;19
1205;dolls;;NOUN;NNS;pobj;[95, 100];doll;syrio_forel;;;GameOfThrones.Season01.Episode06;88;20
1206;and;;CCONJ;CC;cc;[101, 104];and;syrio_forel;;;GameOfThrones.Season01.Episode06;88;21
1207;kittens;;NOUN;NNS;conj;[105, 112];kitten;syrio_forel;;;GameOfThrones.Season01.Episode06;88;22
1208;,;;PUNCT;,;punct;[113, 114];,;syrio_forel;;;GameOfThrones.Season01.Episode06;88;23
1209;this;;DET;DT;nsubj;[115, 119];this;syrio_forel;;;GameOfThrones.Season01.Episode06;88;24
1210;is;;AUX;VBZ;ROOT;[120, 122];is;syrio_forel;;;GameOfThrones.Season01.Episode06;88;25
1211;not;;PART;RB;neg;[123, 126];not;syrio_forel;;;GameOfThrones.Season01.Episode06;88;26
1212;when;;ADV;WRB;advmod;[127, 131];when;syrio_forel;;;GameOfThrones.Season01.Episode06;88;27
1213;fighting;;VERB;VBG;nsubj;[132, 140];fighting;syrio_forel;;;GameOfThrones.Season01.Episode06;88;28
1214;happens;;VERB;VBZ;advcl;[141, 148];happens;syrio_forel;;;GameOfThrones.Season01.Episode06;88;29
1215;.;;PUNCT;.;punct;[149, 150];.;syrio_forel;;;GameOfThrones.Season01.Episode06;88;30
1216;;;;;;;;;;;;;
1217;arya_stark I;arya_stark;PRON;PRP;nsubj;[0, 1];I;arya_stark;;191;GameOfThrones.Season01.Episode06;89;1
1218;do;;AUX;VBP;ROOT;[2, 4];do;arya_stark;;;GameOfThrones.Season01.Episode06;89;2
1219;n’t;;PART;RB;advmod;[5, 8];n’t;arya_stark;;;GameOfThrones.Season01.Episode06;89;3
1220;like;;VERB;VB;prep;[9, 13];like;arya_stark;;;GameOfThrones.Season01.Episode06;89;4
1221;dolls;;NOUN;NNS;pobj;[14, 19];doll;arya_stark;;;GameOfThrones.Season01.Episode06;89;5
1222;and;;CCONJ;CC;cc;[20, 23];and;arya_stark;;;GameOfThrones.Season01.Episode06;89;6
1223;k;;NOUN;NN;conj;[24, 25];k;arya_stark;;;GameOfThrones.Season01.Episode06;89;7
1224;-;;PUNCT;HYPH;punct;[26, 27];-;arya_stark;;;GameOfThrones.Season01.Episode06;89;8
1225;.;;PUNCT;.;punct;[28, 29];.;arya_stark;;;GameOfThrones.Season01.Episode06;89;9
1226;;;;;;;;;;;;;
1227;syrio_forel You;syrio_forel;PRON;PRP;nsubj;[0, 3];You;syrio_forel;;192;GameOfThrones.Season01.Episode06;90;1
1228;’re;;VERB;VBP;ROOT;[4, 7];’re;syrio_forel;;;GameOfThrones.Season01.Episode06;90;2
1229;not;;PART;RB;neg;[8, 11];not;syrio_forel;;;GameOfThrones.Season01.Episode06;90;3
1230;here;;ADV;RB;advmod;[12, 16];here;syrio_forel;;;GameOfThrones.Season01.Episode06;90;4
1231;.;;PUNCT;.;punct;[17, 18];.;syrio_forel;;;GameOfThrones.Season01.Episode06;90;5
1232;You;syrio_forel;PRON;PRP;nsubj;[19, 22];You;syrio_forel;;193;GameOfThrones.Season01.Episode06;90;6
1233;’re;;VERB;VBP;ROOT;[23, 26];’re;syrio_forel;;;GameOfThrones.Season01.Episode06;90;7
1234;with;;ADP;IN;prep;[27, 31];with;syrio_forel;;;GameOfThrones.Season01.Episode06;90;8
1235;your;syrio_forel;DET;PRP$;poss;[32, 36];your;syrio_forel;;194;GameOfThrones.Season01.Episode06;90;9
1236;trouble;;NOUN;NN;pobj;[37, 44];trouble;syrio_forel;;;GameOfThrones.Season01.Episode06;90;10
1237;.;;PUNCT;.;punct;[45, 46];.;syrio_forel;;;GameOfThrones.Season01.Episode06;90;11
1238;If;;SCONJ;IN;mark;[47, 49];If;syrio_forel;;;GameOfThrones.Season01.Episode06;90;12
1239;you;syrio_forel;PRON;PRP;nsubj;[50, 53];you;syrio_forel;;195;GameOfThrones.Season01.Episode06;90;13
1240;’re;;VERB;VBP;ROOT;[54, 57];’re;syrio_forel;;;GameOfThrones.Season01.Episode06;90;14
1241;with;;ADP;IN;prep;[58, 62];with;syrio_forel;;;GameOfThrones.Season01.Episode06;90;15
1242;your;syrio_forel;DET;PRP$;poss;[63, 67];your;syrio_forel;;196;GameOfThrones.Season01.Episode06;90;16
1243;trouble;;NOUN;NN;pobj;[68, 75];trouble;syrio_forel;;;GameOfThrones.Season01.Episode06;90;17
1244;when;;ADV;WRB;advmod;[76, 80];when;syrio_forel;;;GameOfThrones.Season01.Episode06;90;18
1245;fighting;;NOUN;NN;nsubj;[81, 89];fighting;syrio_forel;;;GameOfThrones.Season01.Episode06;90;19
1246;happens;;VERB;VBZ;advcl;[90, 97];happens;syrio_forel;;;GameOfThrones.Season01.Episode06;90;20
1247;…;;PUNCT;NFP;punct;[98, 99];…;syrio_forel;;;GameOfThrones.Season01.Episode06;90;21
1248;.;;PUNCT;.;punct;[100, 101];.;syrio_forel;;;GameOfThrones.Season01.Episode06;90;22
1249;;;;;;;;;;;;;
1250;syrio_forel …;;PUNCT;NFP;punct;[0, 1];…;syrio_forel;;;GameOfThrones.Season01.Episode06;91;1
1251;More;;ADJ;JJR;amod;[2, 6];More;syrio_forel;;;GameOfThrones.Season01.Episode06;91;2
1252;trouble;;NOUN;NN;appos;[7, 14];trouble;syrio_forel;;;GameOfThrones.Season01.Episode06;91;3
1253;for;;ADP;IN;prep;[15, 18];for;syrio_forel;;;GameOfThrones.Season01.Episode06;91;4
1254;you;syrio_forel;PRON;PRP;pobj;[19, 22];you;syrio_forel;;197;GameOfThrones.Season01.Episode06;91;5
1255;.;;PUNCT;.;punct;[23, 24];.;syrio_forel;;;GameOfThrones.Season01.Episode06;91;6
1256;Just;;ADV;RB;advmod;[25, 29];Just;syrio_forel;;;GameOfThrones.Season01.Episode06;91;7
1257;so;;ADV;RB;advmod;[30, 32];so;syrio_forel;;;GameOfThrones.Season01.Episode06;91;8
1258;…;;PUNCT;NFP;punct;[33, 34];…;syrio_forel;;;GameOfThrones.Season01.Episode06;91;9
1259;How;;ADV;WRB;advmod;[35, 38];How;syrio_forel;;;GameOfThrones.Season01.Episode06;91;10
1260;can;;VERB;MD;aux;[39, 42];can;syrio_forel;;;GameOfThrones.Season01.Episode06;91;11
1261;you;syrio_forel;PRON;PRP;nsubj;[43, 46];you;syrio_forel;;198;GameOfThrones.Season01.Episode06;91;12
1262;be;;AUX;VB;ROOT;[47, 49];be;syrio_forel;;;GameOfThrones.Season01.Episode06;91;13
1263;quick;;ADJ;JJ;acomp;[50, 55];quick;syrio_forel;;;GameOfThrones.Season01.Episode06;91;14
1264;as;;SCONJ;IN;prep;[56, 58];a;syrio_forel;;;GameOfThrones.Season01.Episode06;91;15
1265;a;;DET;DT;det;[59, 60];a;syrio_forel;;;GameOfThrones.Season01.Episode06;91;16
1266;snake;;NOUN;NN;pobj;[61, 66];snake;syrio_forel;;;GameOfThrones.Season01.Episode06;91;17
1267;,;;PUNCT;,;punct;[67, 68];,;syrio_forel;;;GameOfThrones.Season01.Episode06;91;18
1268;or;;CCONJ;CC;cc;[69, 71];or;syrio_forel;;;GameOfThrones.Season01.Episode06;91;19
1269;as;;ADV;RB;advmod;[72, 74];a;syrio_forel;;;GameOfThrones.Season01.Episode06;91;20
1270;quiet;;ADJ;JJ;conj;[75, 80];quiet;syrio_forel;;;GameOfThrones.Season01.Episode06;91;21
1271;as;;SCONJ;IN;prep;[81, 83];a;syrio_forel;;;GameOfThrones.Season01.Episode06;91;22
1272;a;;DET;DT;det;[84, 85];a;syrio_forel;;;GameOfThrones.Season01.Episode06;91;23
1273;shadow;;NOUN;NN;pobj;[86, 92];shadow;syrio_forel;;;GameOfThrones.Season01.Episode06;91;24
1274;,;;PUNCT;,;punct;[93, 94];,;syrio_forel;;;GameOfThrones.Season01.Episode06;91;25
1275;when;;ADV;WRB;advmod;[95, 99];when;syrio_forel;;;GameOfThrones.Season01.Episode06;91;26
1276;you;syrio_forel;PRON;PRP;nsubj;[100, 103];you;syrio_forel;;199;GameOfThrones.Season01.Episode06;91;27
1277;are;;AUX;VBP;advcl;[104, 107];are;syrio_forel;;;GameOfThrones.Season01.Episode06;91;28
1278;somewhere;;ADV;RB;advmod;[108, 117];somewhere;syrio_forel;;;GameOfThrones.Season01.Episode06;91;29
1279;else;;ADV;RB;advmod;[118, 122];else;syrio_forel;;;GameOfThrones.Season01.Episode06;91;30
1280;?;;PUNCT;.;punct;[123, 124];?;syrio_forel;;;GameOfThrones.Season01.Episode06;91;31
1281;You;syrio_forel;PRON;PRP;nsubj;[125, 128];You;syrio_forel;;200;GameOfThrones.Season01.Episode06;91;32
1282;are;;AUX;VBP;aux;[129, 132];are;syrio_forel;;;GameOfThrones.Season01.Episode06;91;33
1283;fearing;;VERB;VBG;ROOT;[133, 140];fearing;syrio_forel;;;GameOfThrones.Season01.Episode06;91;34
1284;for;;ADP;IN;prep;[141, 144];for;syrio_forel;;;GameOfThrones.Season01.Episode06;91;35
1285;your;syrio_forel;DET;PRP$;poss;[145, 149];your;syrio_forel;;201;GameOfThrones.Season01.Episode06;91;36
1286;father;PARENTS;NOUN;NN;pobj;[150, 156];father;syrio_forel;;202;GameOfThrones.Season01.Episode06;91;37
1287;,;;PUNCT;,;punct;[157, 158];,;syrio_forel;;;GameOfThrones.Season01.Episode06;91;38
1288;hmm;;INTJ;UH;npadvmod;[159, 162];hmm;syrio_forel;;;GameOfThrones.Season01.Episode06;91;39
1289;?;;PUNCT;.;punct;[163, 164];?;syrio_forel;;;GameOfThrones.Season01.Episode06;91;40
1290;That;;DET;DT;nsubj;[165, 169];That;syrio_forel;;;GameOfThrones.Season01.Episode06;91;41
1291;is;;AUX;VBZ;ROOT;[170, 172];is;syrio_forel;;;GameOfThrones.Season01.Episode06;91;42
1292;right;;ADJ;JJ;acomp;[173, 178];right;syrio_forel;;;GameOfThrones.Season01.Episode06;91;43
1293;.;;PUNCT;.;punct;[179, 180];.;syrio_forel;;;GameOfThrones.Season01.Episode06;91;44
1294;Do;;AUX;VBP;aux;[181, 183];Do;syrio_forel;;;GameOfThrones.Season01.Episode06;91;45
1295;you;syrio_forel;PRON;PRP;nsubj;[184, 187];you;syrio_forel;;203;GameOfThrones.Season01.Episode06;91;46
1296;pray;;VERB;VB;ROOT;[188, 192];pray;syrio_forel;;;GameOfThrones.Season01.Episode06;91;47
1297;to;;ADP;IN;prep;[193, 195];to;syrio_forel;;;GameOfThrones.Season01.Episode06;91;48
1298;the;;DET;DT;det;[196, 199];the;syrio_forel;;;GameOfThrones.Season01.Episode06;91;49
1299;gods;;NOUN;NNS;pobj;[200, 204];god;syrio_forel;;;GameOfThrones.Season01.Episode06;91;50
1300;?;;PUNCT;.;punct;[205, 206];?;syrio_forel;;;GameOfThrones.Season01.Episode06;91;51
1301;;;;;;;;;;;;;
1302;syrio_forel The;;DET;DT;det;[0, 3];The;syrio_forel;;;GameOfThrones.Season01.Episode06;92;1
1303;old;old_nan;ADJ;JJ;amod;[4, 7];old;syrio_forel;;204;GameOfThrones.Season01.Episode06;92;2
1304;and;;CCONJ;CC;cc;[8, 11];and;syrio_forel;;;GameOfThrones.Season01.Episode06;92;3
